,id,temperature,humidity,datetime,last_capture,paths,class
424,70_60,28.9,85.5,2020-02-17 06:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/70_60.jpg,0
425,70_75,28.9,85.5,2020-02-17 06:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/70_75.jpg,3
426,71,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/71.jpg,3
427,71_15,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/71_15.jpg,1
428,71_30,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/71_30.jpg,0
429,71_45,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/71_45.jpg,3
430,71_60,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/71_60.jpg,1
431,71_75,30.9,78.1,2020-02-17 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/71_75.jpg,3
432,72,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/72.jpg,1
433,72_15,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/72_15.jpg,4
434,72_30,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/72_30.jpg,3
435,72_45,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/72_45.jpg,4
436,72_60,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/72_60.jpg,1
437,72_75,31.4,77.2,2020-02-17 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/72_75.jpg,3
438,73,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/73.jpg,3
439,73_15,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/73_15.jpg,2
440,73_30,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/73_30.jpg,4
441,73_45,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/73_45.jpg,3
442,73_60,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/73_60.jpg,4
443,73_75,28.9,84.7,2020-02-17 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/73_75.jpg,0
444,74,28.9,85.1,2020-02-18 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/74.jpg,2
445,74_15,28.9,85.1,2020-02-18 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/74_15.jpg,0
446,74_30,28.9,85.1,2020-02-18 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/74_30.jpg,3
447,74_45,28.9,85.1,2020-02-18 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/74_45.jpg,3
448,74_60,28.9,85.1,2020-02-18 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/74_60.jpg,3
449,74_75,28.9,85.1,2020-02-18 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/74_75.jpg,0
450,75,28.4,86.6,2020-02-18 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/75.jpg,3
451,75_15,28.4,86.6,2020-02-18 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/75_15.jpg,1
452,75_30,28.4,86.6,2020-02-18 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/75_30.jpg,0
453,75_45,28.4,86.6,2020-02-18 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/75_45.jpg,1
454,75_60,28.4,86.6,2020-02-18 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/75_60.jpg,1
455,75_75,28.4,86.6,2020-02-18 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/75_75.jpg,3
456,0,33.1,78.6,2020-02-18 12:00:07.061,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/0.jpg,0
457,0_15,33.1,78.6,2020-02-18 12:00:07.061,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/0_15.jpg,2
458,0_30,33.1,78.6,2020-02-18 12:00:07.061,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/0_30.jpg,1
459,0_45,33.1,78.6,2020-02-18 12:00:07.061,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/0_45.jpg,0
460,0_60,33.1,78.6,2020-02-18 12:00:07.061,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/0_60.jpg,0
461,0_75,33.1,78.6,2020-02-18 12:00:07.061,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/0_75.jpg,2
462,1,33.4,75.0,2020-02-18 14:00:06.207,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/1.jpg,1
463,1_15,33.4,75.0,2020-02-18 14:00:06.207,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/1_15.jpg,2
464,1_30,33.4,75.0,2020-02-18 14:00:06.207,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/1_30.jpg,3
465,1_45,33.4,75.0,2020-02-18 14:00:06.207,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/1_45.jpg,3
466,1_60,33.4,75.0,2020-02-18 14:00:06.207,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/1_60.jpg,1
467,1_75,33.4,75.0,2020-02-18 14:00:06.207,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/1_75.jpg,3
468,2,30.9,81.5,2020-02-18 18:00:06.250,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/2.jpg,1
469,2_15,30.9,81.5,2020-02-18 18:00:06.250,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/2_15.jpg,3
470,2_30,30.9,81.5,2020-02-18 18:00:06.250,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/2_30.jpg,2
471,2_45,30.9,81.5,2020-02-18 18:00:06.250,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/2_45.jpg,0
472,2_60,30.9,81.5,2020-02-18 18:00:06.250,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/2_60.jpg,2
473,2_75,30.9,81.5,2020-02-18 18:00:06.250,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/2_75.jpg,3
474,3,28.8,88.1,2020-02-19 06:00:06.297,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/3.jpg,0
475,3_15,28.8,88.1,2020-02-19 06:00:06.297,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/3_15.jpg,2
476,3_30,28.8,88.1,2020-02-19 06:00:06.297,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/3_30.jpg,3
477,3_45,28.8,88.1,2020-02-19 06:00:06.297,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/3_45.jpg,0
478,3_60,28.8,88.1,2020-02-19 06:00:06.297,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/3_60.jpg,1
479,3_75,28.8,88.1,2020-02-19 06:00:06.297,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/3_75.jpg,4
480,4,34.9,76.7,2020-02-19 12:00:06.371,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/4.jpg,1
481,4_15,34.9,76.7,2020-02-19 12:00:06.371,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/4_15.jpg,1
482,4_30,34.9,76.7,2020-02-19 12:00:06.371,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/4_30.jpg,3
483,4_45,34.9,76.7,2020-02-19 12:00:06.371,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/4_45.jpg,3
484,4_60,34.9,76.7,2020-02-19 12:00:06.371,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/4_60.jpg,2
485,4_75,34.9,76.7,2020-02-19 12:00:06.371,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/4_75.jpg,4
486,5,35.8,71.7,2020-02-19 14:00:06.325,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/5.jpg,0
487,5_15,35.8,71.7,2020-02-19 14:00:06.325,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/5_15.jpg,4
488,5_30,35.8,71.7,2020-02-19 14:00:06.325,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/5_30.jpg,2
489,5_45,35.8,71.7,2020-02-19 14:00:06.325,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/5_45.jpg,2
490,5_60,35.8,71.7,2020-02-19 14:00:06.325,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/5_60.jpg,3
491,5_75,35.8,71.7,2020-02-19 14:00:06.325,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/5_75.jpg,2
492,6,31.9,79.6,2020-02-19 18:00:08.007,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/6.jpg,0
493,6_15,31.9,79.6,2020-02-19 18:00:08.007,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/6_15.jpg,0
494,6_30,31.9,79.6,2020-02-19 18:00:08.007,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/6_30.jpg,0
495,6_45,31.9,79.6,2020-02-19 18:00:08.007,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/6_45.jpg,2
496,6_60,31.9,79.6,2020-02-19 18:00:08.007,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/6_60.jpg,3
497,6_75,31.9,79.6,2020-02-19 18:00:08.007,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/6_75.jpg,3
498,7,29.5,86.3,2020-02-20 00:00:06.381,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/7.jpg,0
499,7_15,29.5,86.3,2020-02-20 00:00:06.381,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/7_15.jpg,1
500,7_30,29.5,86.3,2020-02-20 00:00:06.381,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/7_30.jpg,1
501,7_45,29.5,86.3,2020-02-20 00:00:06.381,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/7_45.jpg,0
502,7_60,29.5,86.3,2020-02-20 00:00:06.381,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/7_60.jpg,1
503,7_75,29.5,86.3,2020-02-20 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/7_75.jpg,1
504,8,28.9,87.3,2020-02-20 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/8.jpg,0
505,8_15,28.9,87.3,2020-02-20 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/8_15.jpg,3
506,8_30,28.9,87.3,2020-02-20 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/8_30.jpg,1
507,8_45,28.9,87.3,2020-02-20 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/8_45.jpg,3
508,8_60,28.9,87.3,2020-02-20 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/8_60.jpg,4
509,8_75,28.9,87.3,2020-02-20 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/8_75.jpg,0
510,9,32.9,77.8,2020-02-20 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/9.jpg,0
511,9_15,32.9,77.8,2020-02-20 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/9_15.jpg,3
512,9_30,32.9,77.8,2020-02-20 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/9_30.jpg,4
513,9_45,32.9,77.8,2020-02-20 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/9_45.jpg,0
514,9_60,32.9,77.8,2020-02-20 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/9_60.jpg,4
515,9_75,32.9,77.8,2020-02-20 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/9_75.jpg,0
516,10,32.8,73.7,2020-02-20 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/10.jpg,2
517,10_15,32.8,73.7,2020-02-20 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/10_15.jpg,2
518,10_30,32.8,73.7,2020-02-20 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/10_30.jpg,4
519,10_45,32.8,73.7,2020-02-20 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/10_45.jpg,4
520,10_60,32.8,73.7,2020-02-20 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/10_60.jpg,0
521,10_75,32.8,73.7,2020-02-20 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/10_75.jpg,0
522,11,29.4,83.6,2020-02-20 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/11.jpg,4
523,11_15,29.4,83.6,2020-02-20 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/11_15.jpg,1
524,11_30,29.4,83.6,2020-02-20 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/11_30.jpg,2
525,11_45,29.4,83.6,2020-02-20 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/11_45.jpg,4
526,11_60,29.4,83.6,2020-02-20 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/11_60.jpg,3
527,11_75,29.4,83.6,2020-02-20 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/11_75.jpg,2
528,12,33.5,76.6,2020-02-21 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/12.jpg,1
529,12_15,33.5,76.6,2020-02-21 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/12_15.jpg,0
530,12_30,33.5,76.6,2020-02-21 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/12_30.jpg,4
531,12_45,33.5,76.6,2020-02-21 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/12_45.jpg,4
532,12_60,33.5,76.6,2020-02-21 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/12_60.jpg,3
533,12_75,33.5,76.6,2020-02-21 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/12_75.jpg,0
534,13,35.2,68.2,2020-02-21 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/13.jpg,1
535,13_15,35.2,68.2,2020-02-21 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/13_15.jpg,0
536,13_30,35.2,68.2,2020-02-21 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/13_30.jpg,2
537,13_45,35.2,68.2,2020-02-21 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/13_45.jpg,0
538,13_60,35.2,68.2,2020-02-21 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/13_60.jpg,3
539,13_75,35.2,68.2,2020-02-21 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/13_75.jpg,0
540,14,30.1,74.5,2020-02-21 18:00:07,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/14.jpg,4
541,14_15,30.1,74.5,2020-02-21 18:00:07,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/14_15.jpg,3
542,14_30,30.1,74.5,2020-02-21 18:00:07,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/14_30.jpg,1
543,14_45,30.1,74.5,2020-02-21 18:00:07,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/14_45.jpg,3
544,14_60,30.1,74.5,2020-02-21 18:00:07,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/14_60.jpg,3
545,14_75,30.1,74.5,2020-02-21 18:00:07,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/14_75.jpg,4
546,15,28.6,83.6,2020-02-22 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/15.jpg,4
547,15_15,28.6,83.6,2020-02-22 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/15_15.jpg,0
548,15_30,28.6,83.6,2020-02-22 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/15_30.jpg,3
549,15_45,28.6,83.6,2020-02-22 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/15_45.jpg,3
550,15_60,28.6,83.6,2020-02-22 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/15_60.jpg,1
551,15_75,28.6,83.6,2020-02-22 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/15_75.jpg,2
552,16,27.9,84.9,2020-02-22 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/16.jpg,3
553,16_15,27.9,84.9,2020-02-22 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/16_15.jpg,3
554,16_30,27.9,84.9,2020-02-22 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/16_30.jpg,0
555,16_45,27.9,84.9,2020-02-22 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/16_45.jpg,3
556,16_60,27.9,84.9,2020-02-22 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/16_60.jpg,3
557,16_75,27.9,84.9,2020-02-22 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/16_75.jpg,4
558,17,32.9,74.2,2020-02-22 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/17.jpg,1
559,17_15,32.9,74.2,2020-02-22 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/17_15.jpg,4
560,17_30,32.9,74.2,2020-02-22 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/17_30.jpg,3
561,17_45,32.9,74.2,2020-02-22 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/17_45.jpg,0
562,17_60,32.9,74.2,2020-02-22 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/17_60.jpg,2
563,17_75,32.9,74.2,2020-02-22 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/17_75.jpg,0
564,18,35.0,67.3,2020-02-22 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/18.jpg,0
565,18_15,35.0,67.3,2020-02-22 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/18_15.jpg,2
566,18_30,35.0,67.3,2020-02-22 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/18_30.jpg,4
567,18_45,35.0,67.3,2020-02-22 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/18_45.jpg,0
568,18_60,35.0,67.3,2020-02-22 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/18_60.jpg,1
569,18_75,35.0,67.3,2020-02-22 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/18_75.jpg,2
570,19,31.2,71.6,2020-02-22 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/19.jpg,3
571,19_15,31.2,71.6,2020-02-22 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/19_15.jpg,4
572,19_30,31.2,71.6,2020-02-22 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/19_30.jpg,0
573,19_45,31.2,71.6,2020-02-22 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/19_45.jpg,0
574,19_60,31.2,71.6,2020-02-22 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/19_60.jpg,2
575,19_75,31.2,71.6,2020-02-22 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/19_75.jpg,0
576,20,28.7,78.4,2020-02-23 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/20.jpg,4
577,20_15,28.7,78.4,2020-02-23 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/20_15.jpg,0
578,20_30,28.7,78.4,2020-02-23 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/20_30.jpg,0
579,20_45,28.7,78.4,2020-02-23 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/20_45.jpg,1
580,20_60,28.7,78.4,2020-02-23 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/20_60.jpg,0
581,20_75,28.7,78.4,2020-02-23 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/20_75.jpg,1
582,21,28.4,78.7,2020-02-25 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/21.jpg,4
583,21_15,28.4,78.7,2020-02-25 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/21_15.jpg,4
584,21_30,28.4,78.7,2020-02-25 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/21_30.jpg,0
585,21_45,28.4,78.7,2020-02-25 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/21_45.jpg,0
586,21_60,28.4,78.7,2020-02-25 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/21_60.jpg,1
587,21_75,28.4,78.7,2020-02-25 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/21_75.jpg,0
588,22,27.4,80.6,2020-02-25 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/22.jpg,1
589,22_15,27.4,80.6,2020-02-25 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/22_15.jpg,2
590,22_30,27.4,80.6,2020-02-25 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/22_30.jpg,2
591,22_45,27.4,80.6,2020-02-25 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/22_45.jpg,1
592,22_60,27.4,80.6,2020-02-25 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/22_60.jpg,2
593,22_75,27.4,80.6,2020-02-25 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/22_75.jpg,4
594,23,34.3,66.1,2020-02-25 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/23.jpg,3
595,23_15,34.3,66.1,2020-02-25 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/23_15.jpg,0
596,23_30,34.3,66.1,2020-02-25 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/23_30.jpg,3
597,23_45,34.3,66.1,2020-02-25 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/23_45.jpg,0
598,23_60,34.3,66.1,2020-02-25 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/23_60.jpg,3
599,23_75,34.3,66.1,2020-02-25 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/23_75.jpg,3
600,24,35.3,60.9,2020-02-25 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/24.jpg,1
601,24_15,35.3,60.9,2020-02-25 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/24_15.jpg,0
602,24_30,35.3,60.9,2020-02-25 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/24_30.jpg,0
603,24_45,35.3,60.9,2020-02-25 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/24_45.jpg,0
604,24_60,35.3,60.9,2020-02-25 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/24_60.jpg,3
605,24_75,35.3,60.9,2020-02-25 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/24_75.jpg,1
606,25,31.5,67.4,2020-02-25 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/25.jpg,3
607,25_15,31.5,67.4,2020-02-25 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/25_15.jpg,1
608,25_30,31.5,67.4,2020-02-25 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/25_30.jpg,4
609,25_45,31.5,67.4,2020-02-25 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/25_45.jpg,1
610,25_60,31.5,67.4,2020-02-25 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/25_60.jpg,1
611,25_75,31.5,67.4,2020-02-25 18:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/25_75.jpg,1
612,26,29.4,76.7,2020-02-26 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/26.jpg,2
613,26_15,29.4,76.7,2020-02-26 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/26_15.jpg,4
614,26_30,29.4,76.7,2020-02-26 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/26_30.jpg,2
615,26_45,29.4,76.7,2020-02-26 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/26_45.jpg,0
616,26_60,29.4,76.7,2020-02-26 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/26_60.jpg,1
617,26_75,29.4,76.7,2020-02-26 00:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/26_75.jpg,0
618,27,28.1,80.7,2020-02-26 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/27.jpg,2
619,27_15,28.1,80.7,2020-02-26 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/27_15.jpg,3
620,27_30,28.1,80.7,2020-02-26 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/27_30.jpg,2
621,27_45,28.1,80.7,2020-02-26 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/27_45.jpg,4
622,27_60,28.1,80.7,2020-02-26 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/27_60.jpg,3
623,27_75,28.1,80.7,2020-02-26 06:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/27_75.jpg,0
624,28,33.8,69.9,2020-02-26 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/28.jpg,3
625,28_15,33.8,69.9,2020-02-26 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/28_15.jpg,3
626,28_30,33.8,69.9,2020-02-26 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/28_30.jpg,0
627,28_45,33.8,69.9,2020-02-26 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/28_45.jpg,0
628,28_60,33.8,69.9,2020-02-26 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/28_60.jpg,3
629,28_75,33.8,69.9,2020-02-26 12:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/28_75.jpg,4
630,29,33.5,70.4,2020-02-26 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/29.jpg,3
631,29_15,33.5,70.4,2020-02-26 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/29_15.jpg,1
632,29_30,33.5,70.4,2020-02-26 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/29_30.jpg,0
633,29_45,33.5,70.4,2020-02-26 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/29_45.jpg,2
634,29_60,33.5,70.4,2020-02-26 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/29_60.jpg,3
635,29_75,33.5,70.4,2020-02-26 14:00:06,2020-03-06 06:00:06,../Color Samples Dataset/Green segment/29_75.jpg,3
